ProductName,MRP,SKU,Subcategory,Unit,Stock,MinStock,Description
OM PARIJATA OIL 500ML,115,OMPAROIL-0232,OILS,ml,100,10,OM PARIJATA OIL 500ML
OM PARIJATA OIL 1LTR,220,OMPAROIL-0233,OILS,liter,100,10,OM PARIJATA OIL 1LTR
FOGG MAN MARCO,225,FOGMANMAR-0234,GENERAL,piece,100,10,FOGG MAN MARCO
FOGG WOMAN ESSENCE,225,FOGWOMESS-0235,GENERAL,piece,100,10,FOGG WOMAN ESSENCE
FOGG WOMAN PARADISE,225,FOGWOMPAR-0236,GENERAL,piece,100,10,FOGG WOMAN PARADISE
OSSUM TEASER,250,OSSTEA-0237,GENERAL,piece,100,10,OSSUM TEASER
OSSUM  APPEAL,250,OSSAPP-0238,GENERAL,piece,100,10,OSSUM  APPEAL
OSSUM CHERISH,250,OSSCHE-0239,GENERAL,piece,100,10,OSSUM CHERISH
FOGG DYNAMIC,299,FOGDYN-0240,GENERAL,piece,100,10,FOGG DYNAMIC
FOGG EXTREME,299,FOGEXT-0241,GENERAL,piece,100,10,FOGG EXTREME
CYC SANDALUM CONES,10,CYCSANCON-0242,GENERAL,piece,100,10,CYC SANDALUM CONES
TAMARIND,200,TAM-0243,HOUSEHOLD,piece,100,10,TAMARIND
NEETTU CHILLY 25KG,160,NEECHI25K-0244,GENERAL,bag,100,10,NEETTU CHILLY 25KG
NEW CHILLY,160,NEWCHI-0245,GENERAL,piece,100,10,NEW CHILLY
DHANIYA 1KG,150,DHA1KG-0246,GENERAL,bag,100,10,DHANIYA 1KG
CINNAMON PATTA,520,CINPAT-0247,FLOUR,piece,100,10,CINNAMON PATTA
CLOVES,1350,CLO-0248,GENERAL,piece,100,10,CLOVES
CARDAMOM (ELAKAI),3600,CARELA-0249,GENERAL,piece,100,10,CARDAMOM (ELAKAI)
ANIL DOUBLE ROASTED RAVA 500GM,47,ANIDOUROA-0250,FLOUR,packet,100,10,ANIL DOUBLE ROASTED RAVA 500GM
CORN FLOUR 1KG,110,CORFLO1KG-0251,FLOUR,bag,100,10,CORN FLOUR 1KG
ORID DHALL 1KG,130,ORIDHA1KG-0252,DHALL,bag,100,10,ORID DHALL 1KG
JAGGERY 1KG,85,JAG1KG-0253,GENERAL,bag,100,10,JAGGERY 1KG
GARLIC 1KG,180,GAR1KG-0254,GENERAL,bag,100,10,GARLIC 1KG
TATA CRYSTAL SALT 1KG,20,TATCRYSAL-0255,GENERAL,bag,100,10,TATA CRYSTAL SALT 1KG
TATA SALT POWDER 1KG,30,TATSALPOW-0256,GENERAL,bag,100,10,TATA SALT POWDER 1KG
CRYSTAL SALT 1KG,20,CRYSAL1KG-0257,GENERAL,bag,100,10,CRYSTAL SALT 1KG
SALT POWDER 1KG,30,SALPOW1KG-0258,GENERAL,bag,100,10,SALT POWDER 1KG
3ROSES TEA 500GM,400,3ROTEA500-0259,GENERAL,packet,100,10,3ROSES TEA 500GM
CHANNA DAL 50KGM,4200,CHADAL50K-0260,GENERAL,bag,100,10,CHANNA DAL 50KGM
AC LEMON PICKLE 5KG,450,ACLEMPIC-0261,GENERAL,bag,100,10,AC LEMON PICKLE 5KG
SUNRISE EXTRA 200GM,1400,SUNEXT200-0262,GENERAL,packet,100,10,SUNRISE EXTRA 200GM
MAGGI 140GM,30,MAG140-0263,GENERAL,packet,100,10,MAGGI 140GM
MAGGI 280GM,60,MAG280-0264,GENERAL,packet,100,10,MAGGI 280GM
KITKAT 5RS,5,KIT5RS-0265,GENERAL,piece,100,10,KITKAT 5RS
KITKAT 10RS,10,KIT10R-0266,GENERAL,piece,100,10,KITKAT 10RS
KITKAT 5RS BOX,290,KIT5RSBOX-0267,GENERAL,piece,100,10,KITKAT 5RS BOX
KITKAT 10RS BOX,490,KIT10RBOX-0268,GENERAL,piece,100,10,KITKAT 10RS BOX
MAGGI 70GM,15,MAG70G-0269,GENERAL,packet,100,10,MAGGI 70GM
MAGGI PAZZTA,30,MAGPAZ-0270,GENERAL,piece,100,10,MAGGI PAZZTA
SUNRISE 5RS,5,SUN5RS-0271,GENERAL,piece,100,10,SUNRISE 5RS
SUNRISE 10RS,10,SUN10R-0272,GENERAL,piece,100,10,SUNRISE 10RS
NUTTELLA 180GM,249,NUT180-0273,GENERAL,packet,100,10,NUTTELLA 180GM
MALKIST CHEESE,50,MALCHE-0274,GENERAL,piece,100,10,MALKIST CHEESE
ANNAI B DATES 200GM CUP,165,ANNBDAT-0275,DATES,packet,100,10,ANNAI B DATES 200GM CUP
ANNAI B DATES 500GM CUP,290,ANNBDAT-0276,DATES,packet,100,10,ANNAI B DATES 500GM CUP
ANNAI B DATES 500GM PKT,278,ANNBDAT-0277,DATES,packet,100,10,ANNAI B DATES 500GM PKT
MYSORE SANDAL 75GM,42,MYSSAN75G-0278,GENERAL,packet,100,10,MYSORE SANDAL 75GM
MYSORE SANDAL 125GM,69,MYSSAN125-0279,GENERAL,packet,100,10,MYSORE SANDAL 125GM
SWASTIK 250GM,400,SWA250-0280,GENERAL,packet,100,10,SWASTIK 250GM
MR GOLD GROUNDNUTOIL 1LTR,205,MRGOLGRO-0281,OILS,liter,100,10,MR GOLD GROUNDNUTOIL 1LTR
SWASTIK 50GM,90,SWA50G-0282,GENERAL,packet,100,10,SWASTIK 50GM
SWASTIK 25GM,40,SWA25G-0283,GENERAL,packet,100,10,SWASTIK 25GM
UDHAI TOOR DHALL 1KG,161,UDHTOODHA-0284,DHALL,bag,100,10,UDHAI TOOR DHALL 1KG
UDHAI TOOR DHALL 500KM,84,UDHTOODHA-0285,DHALL,piece,100,10,UDHAI TOOR DHALL 500KM
UDHAI ORID DHALL 500GM,89,UDHORIDHA-0286,DHALL,packet,100,10,UDHAI ORID DHALL 500GM
UDHAI ORID DHALL 1KG,154,UDHORIDHA-0287,DHALL,bag,100,10,UDHAI ORID DHALL 1KG
VAPORUB XTRA STRONG 50ML,215,VAPXTRSTR-0288,GENERAL,ml,100,10,VAPORUB XTRA STRONG 50ML
VAPORUB XTRA STRONG 25ML,125,VAPXTRSTR-0289,GENERAL,ml,100,10,VAPORUB XTRA STRONG 25ML
VAPORUB XTRA STRONG 10ML,55,VAPXTRSTR-0290,GENERAL,ml,100,10,VAPORUB XTRA STRONG 10ML
VAPORUB BABYRUB 50ML,215,VAPBAB50M-0291,BABY_CARE,ml,100,10,VAPORUB BABYRUB 50ML
PANTENE LC 340ML,375,PANLC340-0292,GENERAL,ml,100,10,PANTENE LC 340ML
PANTENE LC 90ML,86,PANLC90M-0293,GENERAL,ml,100,10,PANTENE LC 90ML
PANTENE DR 340ML,375,PANDR340-0294,GENERAL,ml,100,10,PANTENE DR 340ML
GILLETTE 70 CLOCK,20,GIL70CLO-0295,GENERAL,piece,100,10,GILLETTE 70 CLOCK
GILLETTE GUARD,25,GILGUA-0296,GENERAL,piece,100,10,GILLETTE GUARD
GILLETTE PRESTO,25,GILPRE-0297,GENERAL,piece,100,10,GILLETTE PRESTO
CAUSTIC SODA 1KG,120,CAUSOD1KG-0298,GENERAL,bag,100,10,CAUSTIC SODA 1KG
BLEACHING POWDER 1KG,90,BLEPOW1KG-0299,GENERAL,bag,100,10,BLEACHING POWDER 1KG
WHIS SOFT XLL,450,WHISOFXLL-0300,GENERAL,piece,100,10,WHIS SOFT XLL
WHIS KOALA PANTS L,399,WHIKOAPAN-0301,GENERAL,piece,100,10,WHIS KOALA PANTS L
WHIS KOALA PANTS XL,425,WHIKOAPAN-0302,GENERAL,piece,100,10,WHIS KOALA PANTS XL
VIM BAR 300GM,20,VIMBAR300-0303,GENERAL,packet,100,10,VIM BAR 300GM
VIM BAR 70GM,5,VIMBAR70G-0304,GENERAL,packet,100,10,VIM BAR 70GM
VIM BAR250,32,VIMBAR-0305,GENERAL,piece,100,10,VIM BAR250
VIM BAR 110GM,10,VIMBAR110-0306,GENERAL,packet,100,10,VIM BAR 110GM
SURF EXCEL QW POWDER 500GM,115,SUREXCQW-0307,GENERAL,packet,100,10,SURF EXCEL QW POWDER 500GM
SURF EXCEL QW POWDER 1KG,220,SUREXCQW-0308,GENERAL,bag,100,10,SURF EXCEL QW POWDER 1KG
SURF EXCEL EW 1KG,178,SUREXCEW-0309,GENERAL,bag,100,10,SURF EXCEL EW 1KG
SURF EXCEL EW 500GM,89,SUREXCEW-0310,GENERAL,packet,100,10,SURF EXCEL EW 500GM
SURF EXCEL BAR 20RS,20,SUREXCBAR-0311,GENERAL,piece,100,10,SURF EXCEL BAR 20RS
SURF EXCEL BAR 10RS,10,SUREXCBAR-0312,GENERAL,piece,100,10,SURF EXCEL BAR 10RS
SURF EXCEL MATIC TL 1LTR,149,SUREXCMAT-0313,GENERAL,liter,100,10,SURF EXCEL MATIC TL 1LTR
SURF EXCEL MATIC FL 1LTR,179,SUREXCMAT-0314,GENERAL,liter,100,10,SURF EXCEL MATIC FL 1LTR
PEARS NATURALE ALOEVERA,50,PEANATALO-0315,GENERAL,piece,100,10,PEARS NATURALE ALOEVERA
PEARS NATURALE POMEGRANATE,50,PEANATPOM-0316,GENERAL,piece,100,10,PEARS NATURALE POMEGRANATE
PEARS OIL CLEAR GLOE,63,PEAOILCLE-0317,OILS,piece,100,10,PEARS OIL CLEAR GLOE
PEARS PURE & GENTLE,40,PEAPURGEN-0318,GENERAL,piece,100,10,PEARS PURE & GENTLE
PEARS SOFT & FRESH 100GM,56,PEASOFFRE-0319,GENERAL,packet,100,10,PEARS SOFT & FRESH 100GM
PEARS PURE & GENTLE 3*125,229,PEAPURGEN-0320,GENERAL,piece,100,10,PEARS PURE & GENTLE 3*125
COMFORT DESIRE 210ML,65,COMDES210-0321,GENERAL,ml,100,10,COMFORT DESIRE 210ML
COMFORT DESIRE 850ML,245,COMDES850-0322,GENERAL,ml,100,10,COMFORT DESIRE 850ML
COMFORT ROYAL 850ML,245,COMROY850-0323,GENERAL,ml,100,10,COMFORT ROYAL 850ML
COMFORT MORNING FRESH 850ML,235,COMMORFRE-0324,GENERAL,ml,100,10,COMFORT MORNING FRESH 850ML
COMFORT LILY FRESH 850ML,235,COMLILFRE-0325,GENERAL,ml,100,10,COMFORT LILY FRESH 850ML
COMFORT LILY FRESH 210ML,58,COMLILFRE-0326,GENERAL,ml,100,10,COMFORT LILY FRESH 210ML
DOVE PINNK BAR 100GM,75,DOVPINBAR-0327,GENERAL,packet,100,10,DOVE PINNK BAR 100GM
DOVE FRESH MOLSTURE 75GM,75,DOVFREMOL-0328,GENERAL,packet,100,10,DOVE FRESH MOLSTURE 75GM
LIFEBUOY ALMOND & TURMERIC 100GM,34,LIFALMTUR-0329,SPICES,packet,100,10,LIFEBUOY ALMOND & TURMERIC 100GM
LIFEBUOY CARE 100GM,40,LIFCAR100-0330,GENERAL,packet,100,10,LIFEBUOY CARE 100GM
LIFEBUOY NEEM & ALOE 100GM,40,LIFNEEALO-0331,GENERAL,packet,100,10,LIFEBUOY NEEM & ALOE 100GM
LUX ADV EVEN TONED GLOW 100GM,36,LUXADVEVE-0332,GENERAL,packet,100,10,LUX ADV EVEN TONED GLOW 100GM
LUX ADV BRIGHTER GLOW 100GM,40,LUXADVBRI-0333,GENERAL,packet,100,10,LUX ADV BRIGHTER GLOW 100GM
LUX ADV BRIGHTER GLOW 43GM,10,LUXADVBRI-0334,GENERAL,packet,100,10,LUX ADV BRIGHTER GLOW 43GM
LUX ADV CLEAR GLOW 100GM,44,LUXADVCLE-0335,GENERAL,packet,100,10,LUX ADV CLEAR GLOW 100GM
LUX ADV CLEAR GLOW 43GM,10,LUXADVCLE-0336,GENERAL,packet,100,10,LUX ADV CLEAR GLOW 43GM
LUX FRESH GLOW 100GM,46,LUXFREGLO-0337,GENERAL,packet,100,10,LUX FRESH GLOW 100GM
LUX FRESH GLOW 43GM,10,LUXFREGLO-0338,GENERAL,packet,100,10,LUX FRESH GLOW 43GM
LUX ADV CLEAR GLOW 3*150G,190,LUXADVCLE-0339,GENERAL,piece,100,10,LUX ADV CLEAR GLOW 3*150G
HAMAM PURE LEMON 100G,44,HAMPURLEM-0340,GENERAL,piece,100,10,HAMAM PURE LEMON 100G
HAMAM PURE NEEM OIL 100G,45,HAMPURNEE-0341,OILS,piece,100,10,HAMAM PURE NEEM OIL 100G
HAMAM PURE TURMERIC,45,HAMPURTUR-0342,SPICES,piece,100,10,HAMAM PURE TURMERIC
VIM BAR PUDINA FRESH 110G,10,VIMBARPUD-0343,GENERAL,piece,100,10,VIM BAR PUDINA FRESH 110G
MEERA ANTI DANDRUFF 180ML,215,MEEANTDAN-0344,GENERAL,ml,100,10,MEERA ANTI DANDRUFF 180ML
MEERA SHAMPOO 180ML,195,MEESHA180-0345,PERSONAL_CARE,ml,100,10,MEERA SHAMPOO 180ML
MEERA HERBLE 120ML,115,MEEHER120-0346,GENERAL,ml,100,10,MEERA HERBLE 120ML
KARTHIKA HERBAL 180ML,58,KARHER180-0347,HAIR_CARE,ml,100,10,KARTHIKA HERBAL 180ML
SPINZ BB FACE POWDER,65,SPIBBFAC-0348,GENERAL,piece,100,10,SPINZ BB FACE POWDER
MEERA SHMPOO,2,MEESHM-0349,GENERAL,piece,100,10,MEERA SHMPOO
KARTHIKA SHMPOO,1,KARSHM-0350,HAIR_CARE,piece,100,10,KARTHIKA SHMPOO
VVD GOLD 500ML POUCH,260,VVDGOL500-0351,GENERAL,ml,100,10,VVD GOLD 500ML POUCH
AVT COFFEE 200GM,180,AVTCOF200-0352,GENERAL,packet,100,10,AVT COFFEE 200GM
AVT GOLDCUP 250GM,215,AVTGOL250-0353,GENERAL,packet,100,10,AVT GOLDCUP 250GM
AVT  HOTEL BLEND 1KG,317,AVTHOTBLE-0354,GENERAL,bag,100,10,AVT  HOTEL BLEND 1KG
PRIL LIME 225ML,55,PRILIM225-0355,GENERAL,ml,100,10,PRIL LIME 225ML
PRIL LIME 750ML,204,PRILIM750-0356,GENERAL,ml,100,10,PRIL LIME 750ML
PRIL LIME 140ML,55,PRILIM140-0357,GENERAL,ml,100,10,PRIL LIME 140ML
COMPIAN CHOCOLATE 200GM JAR,155,COMCHO200-0358,BAKERY,packet,100,10,COMPIAN CHOCOLATE 200GM JAR
MARGO SOAP 4*1,180,MARSOA41-0359,PERSONAL_CARE,piece,100,10,MARGO SOAP 4*1
CAVINS BUTERCOTCH 180ML,40,CAVBUT180-0360,GENERAL,ml,100,10,CAVINS BUTERCOTCH 180ML
CAVINS VANILA 180ML,40,CAVVAN180-0361,GENERAL,ml,100,10,CAVINS VANILA 180ML
PRINGLES OG CHISPS 40GM,60,PRIOGCHI-0362,HOUSEHOLD,packet,100,10,PRINGLES OG CHISPS 40GM
KELL CHOCOS 250,153,KELCHO250-0363,GENERAL,piece,100,10,KELL CHOCOS 250
LEVISTA STRONG COFFEE 10RS,10,LEVSTRCOF-0364,GENERAL,piece,100,10,LEVISTA STRONG COFFEE 10RS
LEVISTA PREMIUM 10RS,10,LEVPRE10R-0365,GENERAL,piece,100,10,LEVISTA PREMIUM 10RS
LEVISTA PREMIUM 5RS,5,LEVPRE5RS-0366,GENERAL,piece,100,10,LEVISTA PREMIUM 5RS
LEVISTA STRONG COFFEE 5RS,5,LEVSTRCOF-0367,GENERAL,piece,100,10,LEVISTA STRONG COFFEE 5RS
MORELIGTH LQ 5LTR,360,MORLQ5LT-0368,GENERAL,liter,100,10,MORELIGTH LQ 5LTR
UJALA BLISS 900ML,235,UJABLI900-0369,GENERAL,ml,100,10,UJALA BLISS 900ML
UJALA AURA 210ML,58,UJAAUR210-0370,GENERAL,ml,100,10,UJALA AURA 210ML
GREEN MOONG 30KG,3500,GREMOO30K-0371,DHALL,bag,100,10,GREEN MOONG 30KG
GREEN PEAS 30KG,4300,GREPEA30K-0372,GENERAL,bag,100,10,GREEN PEAS 30KG
AC BAJJIBONDA POWDER 200GM,42,ACBAJPOW-0373,BAKERY,packet,100,10,AC BAJJIBONDA POWDER 200GM
AC BAJJIBONDA POWDER 500GM,104,ACBAJPOW-0374,BAKERY,packet,100,10,AC BAJJIBONDA POWDER 500GM
AC CUTMANGO PICKLE 200GM,89,ACCUTPIC-0375,GENERAL,packet,100,10,AC CUTMANGO PICKLE 200GM
AC LEMON PICKLE 200GM,89,ACLEMPIC-0376,GENERAL,packet,100,10,AC LEMON PICKLE 200GM
AC CITRON PICKLE 200GM,90,ACCITPIC-0377,GENERAL,packet,100,10,AC CITRON PICKLE 200GM
AC MANGO THOKKU 200GM,89,ACMANTHO-0378,GENERAL,packet,100,10,AC MANGO THOKKU 200GM
AC GINGER PICKLE 200GM,95,ACGINPIC-0379,GENERAL,packet,100,10,AC GINGER PICKLE 200GM
AC MANGO THOKKU 100GM,50,ACMANTHO-0380,GENERAL,packet,100,10,AC MANGO THOKKU 100GM
AC LEMON PICKLE 100GM,50,ACLEMPIC-0381,GENERAL,packet,100,10,AC LEMON PICKLE 100GM
AC CITRON PICKLE 100GM,50,ACCITPIC-0382,GENERAL,packet,100,10,AC CITRON PICKLE 100GM
AC CUTMANGO PICKLE 100GM,50,ACCUTPIC-0383,GENERAL,packet,100,10,AC CUTMANGO PICKLE 100GM
AC GARLIC PICKLES 100GM,55,ACGARPIC-0384,GENERAL,packet,100,10,AC GARLIC PICKLES 100GM
AC ROYAL SEMIYA PAYASAM 100GM,70,ACROYSEM-0385,GENERAL,packet,100,10,AC ROYAL SEMIYA PAYASAM 100GM
AC ROYAL SEMIYA PAYASAM 200GM,135,ACROYSEM-0386,GENERAL,packet,100,10,AC ROYAL SEMIYA PAYASAM 200GM
AC IDIY CHILLI POWDER 50GM,22,ACIDICHI-0387,SPICES,packet,100,10,AC IDIY CHILLI POWDER 50GM
AC IDIY CHILLI POWDER 100GM,42,ACIDICHI-0388,SPICES,packet,100,10,AC IDIY CHILLI POWDER 100GM
NAGA RAVA 1KG,102,NAGRAV1KG-0389,FLOUR,bag,100,10,NAGA RAVA 1KG
NAGA RAVAI 500GM,50,NAGRAV500-0390,FLOUR,packet,100,10,NAGA RAVAI 500GM
RKG GHEE 1LTR,970,RKGGHE1LT-0391,GHEE,bag,100,10,RKG GHEE 1LTR
PITAMBARI 150G,45,PIT150-0392,GENERAL,piece,100,10,PITAMBARI 150G
PITAMBARI 50G,28,PIT50G-0393,GENERAL,piece,100,10,PITAMBARI 50G
SUVAI SEMIYA 180GM,23,SUVSEM180-0394,GENERAL,packet,100,10,SUVAI SEMIYA 180GM
SUVAI RAGI SEMIYA 180GM,26,SUVRAGSEM-0395,RICE,packet,100,10,SUVAI RAGI SEMIYA 180GM
XO BLUE PEN 10RS,10,XOBLUPEN-0396,GENERAL,piece,100,10,XO BLUE PEN 10RS
XO BLUE GEL PEN 10RS,10,XOBLUGEL-0397,GENERAL,piece,100,10,XO BLUE GEL PEN 10RS
XO CATRAGE 60RS,60,XOCAT60R-0398,GENERAL,piece,100,10,XO CATRAGE 60RS
AGNI ACID 600ML,60,AGNACI600-0399,GENERAL,ml,100,10,AGNI ACID 600ML
LION DEESEEDCUO 500GM,160,LIODEE500-0400,GENERAL,packet,100,10,LION DEESEEDCUO 500GM
LION DESERTKING CUP 250GM,142,LIODESCUP-0401,GENERAL,packet,100,10,LION DESERTKING CUP 250GM
LION DESERTKING CUP 500GM,280,LIODESCUP-0402,GENERAL,packet,100,10,LION DESERTKING CUP 500GM
LION JAM 100GM,23,LIOJAM100-0403,GENERAL,packet,100,10,LION JAM 100GM
LION FRUIT JAM 250GM,120,LIOFRUJAM-0404,GENERAL,packet,100,10,LION FRUIT JAM 250GM
WHITE STICK 60RS,60,WHISTI60R-0405,GENERAL,piece,100,10,WHITE STICK 60RS
BLACK STICK 60RS,60,BLASTI60R-0406,GENERAL,piece,100,10,BLACK STICK 60RS
SIVAN ECO VATHTHI,70,SIVECOVAT-0407,GENERAL,piece,100,10,SIVAN ECO VATHTHI
UPASANA VATHTHI,60,UPAVAT-0408,GENERAL,piece,100,10,UPASANA VATHTHI
ROSMAX VATHTHI,60,ROSVAT-0409,GENERAL,piece,100,10,ROSMAX VATHTHI
BOOST 5RS,5,BOO5RS-0410,GENERAL,piece,100,10,BOOST 5RS
CLINIC PLUS ST AND THICK  650ML,719,CLIPLUST-0411,GENERAL,ml,100,10,CLINIC PLUS ST AND THICK  650ML
DOVE SERUM BAR 100GM,65,DOVSERBAR-0412,GENERAL,packet,100,10,DOVE SERUM BAR 100GM
HAMAM PURE NEEM OIL 4*1,168,HAMPURNEE-0413,OILS,piece,100,10,HAMAM PURE NEEM OIL 4*1
HORLICKS 5RS,5,HOR5RS-0414,GENERAL,piece,100,10,HORLICKS 5RS
VIM COOLING FRESH 500ML,156,VIMCOOFRE-0415,GENERAL,ml,100,10,VIM COOLING FRESH 500ML
VIM LIQULD 200ML,25,VIMLIQ200-0416,GENERAL,ml,100,10,VIM LIQULD 200ML
VIM LIQULD 120ML,15,VIMLIQ120-0417,GENERAL,ml,100,10,VIM LIQULD 120ML
3ROSES TEA TS 100GM,90,3ROTEATS-0418,GENERAL,packet,100,10,3ROSES TEA TS 100GM
3ROSES TEA 250GM,250,3ROTEA250-0419,GENERAL,packet,100,10,3ROSES TEA 250GM
3ROSES NATURAL TEA 250GM,245,3RONATTEA-0420,GENERAL,packet,100,10,3ROSES NATURAL TEA 250GM
3ROSES NATURAL TEA 100GM,100,3RONATTEA-0421,GENERAL,packet,100,10,3ROSES NATURAL TEA 100GM
BOOST 500GM,299,BOO500-0422,GENERAL,packet,100,10,BOOST 500GM
HORLICKS DIABETES PIUS CHOCOLATE 200GM,399,HORDIAPIU-0423,BAKERY,packet,100,10,HORLICKS DIABETES PIUS CHOCOLATE 200GM
HORLICKS DIABETES PIUS VANILLA 400GM,790,HORDIAPIU-0424,GENERAL,packet,100,10,HORLICKS DIABETES PIUS VANILLA 400GM
3ROSES HOTEL PACK,360,3ROHOTPAC-0425,GENERAL,set,100,10,3ROSES HOTEL PACK
HORLICKS MOTHERS PLUS VANILLA 500GM,620,HORMOTPLU-0426,GENERAL,packet,100,10,HORLICKS MOTHERS PLUS VANILLA 500GM
HORLICKS MOTHERS PLUS KESAR 200GM,299,HORMOTPLU-0427,GENERAL,packet,100,10,HORLICKS MOTHERS PLUS KESAR 200GM
HORLICKS WOMAN PLUS CARAMEL 400GM JAR,355,HORWOMPLU-0428,GENERAL,packet,100,10,HORLICKS WOMAN PLUS CARAMEL 400GM JAR
HORLICKS WOMAN PLUS CHOCOLATE 400GM JAR,365,HORWOMPLU-0429,BAKERY,packet,100,10,HORLICKS WOMAN PLUS CHOCOLATE 400GM JAR
HORLICKS WOMAN PLUS CHOCOLATE 400GM J PCK,330,HORWOMPLU-0430,BAKERY,packet,100,10,HORLICKS WOMAN PLUS CHOCOLATE 400GM J PCK
HORLICKS LITE 450GM JAR,345,HORLIT450-0431,GENERAL,packet,100,10,HORLICKS LITE 450GM JAR
PADDY 1KG,40,PAD1KG-0432,GENERAL,bag,100,10,PADDY 1KG
SOLUM (WHITE) 1KG,70,SOLWHI1KG-0433,GENERAL,bag,100,10,SOLUM (WHITE) 1KG
RAGI 1KG,50,RAG1KG-0434,RICE,bag,100,10,RAGI 1KG
WHEAT 1KG.,50,WHE1KG-0435,GENERAL,bag,100,10,WHEAT 1KG.
KURUVI THENAI 1KG,50,KURTHE1KG-0436,GENERAL,bag,100,10,KURUVI THENAI 1KG
GREEN PEAS 1KG,150,GREPEA1KG-0437,GENERAL,bag,100,10,GREEN PEAS 1KG
METHI (VENTHAYAM) 1KG,100,METVEN1KG-0438,SEEDS,bag,100,10,METHI (VENTHAYAM) 1KG
KAMBU 1KG (BAJRA),40,KAM1KGBAJ-0439,RICE,bag,100,10,KAMBU 1KG (BAJRA)
PUTTU FLOUR 200GM,40,PUTFLO200-0440,FLOUR,packet,100,10,PUTTU FLOUR 200GM
AASHIRVAAD ATTA 1KG,73,AASATT1KG-0441,FLOUR,bag,100,10,AASHIRVAAD ATTA 1KG
ANIL RICE FLOUR 500GM,39,ANIRICFLO-0442,RICE,packet,100,10,ANIL RICE FLOUR 500GM
MILKMAID 380GM,152,MIL380-0443,DAIRY,packet,100,10,MILKMAID 380GM
TIGER ROSEMILK,43,TIGROS-0444,DAIRY,piece,100,10,TIGER ROSEMILK
BROWN SUGAR 1KG,120,BROSUG1KG-0445,SUGAR,bag,100,10,BROWN SUGAR 1KG
OMAM 1KG,200,OMA1KG-0446,GENERAL,bag,100,10,OMAM 1KG
WET DATES 1KG,100,WETDAT1KG-0447,DATES,bag,100,10,WET DATES 1KG
BLACK DRY GRAPES,350,BLADRYGRA-0448,GENERAL,piece,100,10,BLACK DRY GRAPES
SALT PISTA 1KG,1000,SALPIS1KG-0449,GENERAL,bag,100,10,SALT PISTA 1KG
JAVADHU,44,JAV-0450,GENERAL,piece,100,10,JAVADHU
VSR VEX MIX 5KG,475,VSRVEXMIX-0451,GENERAL,bag,100,10,VSR VEX MIX 5KG
VSR CITRON 5KG,475,VSRCIT5KG-0452,GENERAL,bag,100,10,VSR CITRON 5KG
VSR GARLIC 5KG,550,VSRGAR5KG-0453,GENERAL,bag,100,10,VSR GARLIC 5KG
VSR GINGER 5KG,500,VSRGIN5KG-0454,GENERAL,bag,100,10,VSR GINGER 5KG
CHILLY SAUCE 650GM,53,CHISAU650-0455,CONDIMENTS,packet,100,10,CHILLY SAUCE 650GM
DARK SOY SAUCE 700GM,60,DARSOYSAU-0456,CONDIMENTS,packet,100,10,DARK SOY SAUCE 700GM
MIXED FRUIT JAM 4KG,470,MIXFRUJAM-0457,GENERAL,bag,100,10,MIXED FRUIT JAM 4KG
MIXED FRUIT JAM 500GM,75,MIXFRUJAM-0458,GENERAL,packet,100,10,MIXED FRUIT JAM 500GM
CHILLY SAUCE 8GM,700,CHISAU8GM-0459,CONDIMENTS,packet,100,10,CHILLY SAUCE 8GM
ROSE SHARBAT 700MI,140,ROSSHA700-0460,GENERAL,piece,100,10,ROSE SHARBAT 700MI
NANNAARI SHARBAT 700ML,85,NANSHA700-0461,GENERAL,ml,100,10,NANNAARI SHARBAT 700ML
TOMATO SAUCE 1LTR,90,TOMSAU1LT-0462,CONDIMENTS,liter,100,10,TOMATO SAUCE 1LTR
AC BADAM MIX 200GM,175,ACBADMIX-0463,GENERAL,packet,100,10,AC BADAM MIX 200GM
SAGO 1KG,94,SAG1KG-0464,GENERAL,bag,100,10,SAGO 1KG
RF PEPPAR POWDER 50GM,70,RFPEPPOW-0465,GENERAL,packet,100,10,RF PEPPAR POWDER 50GM
ANIL INS IDIYAPPAM 150GM,72,ANIINSIDI-0466,GENERAL,packet,100,10,ANIL INS IDIYAPPAM 150GM
ANIL NOODLS 20RS,20,ANINOO20R-0467,GENERAL,piece,100,10,ANIL NOODLS 20RS
ANIL RICE VERMICELLI 200GM,33,ANIRICVER-0468,RICE,packet,100,10,ANIL RICE VERMICELLI 200GM
GOKULAM SEED  DATES 500GM 1+1,190,GOKSEEDAT-0469,DATES,packet,100,10,GOKULAM SEED  DATES 500GM 1+1
GOKULAM BLACK DATES 200 POUCH,100,GOKBLADAT-0470,DATES,piece,100,10,GOKULAM BLACK DATES 200 POUCH
GOKULAM BLACK DATES 500POUCH,253,GOKBLADAT-0471,DATES,piece,100,10,GOKULAM BLACK DATES 500POUCH
GOKULAM BLACK DATES 300BOX,165,GOKBLADAT-0472,DATES,piece,100,10,GOKULAM BLACK DATES 300BOX
DARSHAN SUGANDHAWARNA 60RS,60,DARSUG60R-0473,GENERAL,piece,100,10,DARSHAN SUGANDHAWARNA 60RS
PILLSBURY ATTA 10KG,600,PILATT10K-0474,FLOUR,bag,100,10,PILLSBURY ATTA 10KG
POPULAR 200G,140,POP200-0475,GENERAL,piece,100,10,POPULAR 200G
POPULAR 175G,126,POP175-0476,GENERAL,piece,100,10,POPULAR 175G
